label,value,context
FinanceLeaseRightOfUseAssetAmortization,"1,116,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
CommonStockDividendsPerShareDeclared,2,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
UndistributedEarnings,"119,586,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectiveIncomeTaxRateReconciliationFdiiPercent,0,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,"150,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,"-425,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
CostsAndExpenses,"270,937,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NetIncomeLoss,"124,658,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncreaseDecreaseInAccountsReceivable,"3,653,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncreaseDecreaseInOtherNoncurrentLiabilities,"4,315,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
StockIssuedDuringPeriodSharesNewIssues,"119,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
CurrentIncomeTaxExpenseBenefit,"30,135,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
SharesPaidForTaxWithholdingForShareBasedCompensation,"73,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,"441,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
FinanceLeaseInterestPaymentOnLiability,"59,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
ResearchAndDevelopmentExpense,"117,694,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
ForeignCurrencyTransactionGainLossBeforeTax,"-1,137,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
FinanceLeaseInterestExpense,"59,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncreaseDecreaseInOtherOperatingAssets,"456,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
PaymentsToAcquireMarketableSecurities,"38,150,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
StockholdersEquityOther,"-6,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
DividendsCommonStock,"5,121,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
LongTermPurchaseCommitmentAmount,"24,970,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NumberOfReportingUnits,2,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
InterestCostsCapitalized,"667,000,000",c-216_c-217
